131.471;-1;0;10.9856;0;1354.55;100
132.475;-1;0;9.98202;0;1365.07;100
133.478;-1;0;8.97843;0;1374.58;100
134.482;-1;0;7.97483;0;1383.09;100
135.485;-1;0;6.97124;0;1390.59;100
136.489;-1;0;5.96764;0;1397.08;100
137.493;-1;0;4.96404;0;1402.57;100
138.496;0;-1;5;-1.0036;1407.59;99.4964
139.5;-0.135135;0;4.86438;-1;1412.54;98.4928
140.503;-0.135135;0;4.72876;-1;1417.35;97.4892
141.507;-0.135135;0;4.59314;-1;1422.03;96.4856
142.511;-0.135135;0;4.45752;-1;1426.57;95.482
143.514;-0.135135;0;4.32189;-1;1430.98;94.4784
144.518;-0.135135;0;4.18627;-1;1435.25;93.4748
145.521;-0.135135;0;4.05065;-1;1439.38;92.4712
146.525;-0.135135;0;3.91503;-1;1443.38;91.4676
147.529;-0.135135;0;3.77941;-1;1447.24;90.464
148.532;-0.135135;0;3.64379;-1;1450.96;89.4604
149.536;-0.135135;0;3.50817;-1;1454.55;88.4568
150.539;-0.135135;0;3.37255;-1;1458;87.4533
151.543;-0.135135;0;3.23693;-1;1461.32;86.4497
152.547;-0.135135;0;3.10131;-1;1464.5;85.4461
153.55;-0.135135;0;2.96568;-1;1467.55;84.4425
154.554;-0.135135;0;2.83006;-1;1470.45;83.4389
155.557;-0.135135;0;2.69444;-1;1473.23;82.4353
156.561;-0.135135;0;2.55882;-1;1475.86;81.4317
157.565;-0.135135;0;2.4232;-1;1478.36;80.4281
158.568;-0.135135;0;2.28758;-1;1480.73;79.4245
159.572;-0.135135;0;2.15196;-1;1482.95;78.4209
160.575;-0.135135;0;2.01634;-1;1485.05;77.4173
161.579;-0.135135;0;1.88072;-1;1487;76.4137
162.582;-0.135135;0;1.7451;-1;1488.82;75.4101
163.586;-0.135135;0;1.60947;-1;1490.5;74.4065
164.59;-0.135135;0;1.47385;-1;1492.05;73.4029
165.593;-0.135135;0;1.33823;-1;1493.46;72.3993
166.597;-0.135135;0;1.20261;-1;1494.74;71.3957
167.6;-0.135135;0;1.06699;-1;1495.88;70.3921
168.604;-0.135135;0;0.931369;-1;1496.88;69.3885
169.608;-0.135135;0;0.795748;-1;1497.75;68.3849
170.611;-0.135135;0;0.660127;-1;1498.48;67.3813
171.615;-0.135135;0;0.524506;-1;1499.07;66.3777
172.618;-0.135135;0;0.388885;-1;1499.53;65.3741
173.622;-0.135135;0;0.253264;-1;1499.85;64.3706
174.626;-0.135135;-1;0.117643;-2.0036;1500.04;62.8634
175.629;-0.135135;-1;-0.017978;-3.00719;1500.09;60.349
176.633;0;0;0;-3;1500;57.3382
177.636;0;0;0;-3;1500;54.3274
178.64;0;0;0;-3;1500;51.3166
179.644;0;0;0;-3;1500;48.3058
180.647;0;0;0;-3;1500;45.295
181.651;0;0;0;-3;1500;42.2842
182.654;0;0;0;-3;1500;39.2734
183.658;0;0;0;-3;1500;36.2627
184.662;0;0;0;-3;1500;33.2519
185.665;0;0;0;-3;1500;30.2411
186.669;0;0;0;-3;1500;27.2303
187.672;0;0;0;-3;1500;24.2195
188.676;0;0;0;-3;1500;21.2087
189.68;0;0;0;-3;1500;18.1979
190.683;0;0;0;-3;1500;15.1872
191.687;0;0;0;-3;1500;12.1764
192.69;0;0;0;-3;1500;9.16558
193.694;0;0;0;-3;1500;6.15479
194.698;0;0;0;-3;1500;3.144
195.701;0;1;0;-1.9964;1500;0.636818
196.705;0;1;0;-0.992809;1500;-0.863162
197.708;0;0;0;0;1500;0
